Code;Calories from animal protein (FAO (2017));Mean male height (cm)
MLI;;170.5093408
MLI;;170.6621193
MLI;;170.816858
MLI;;170.9725152
MLI;;171.1287868
MLI;;171.2847036
MLI;;171.4385757
MLI;;171.5884005
MLI;;171.7323861
MLI;;171.8707999
MLI;;172.0027425
MLI;;172.1291129
MLI;;172.2499912
MLI;;172.3662271
MLI;;172.4775286
MLI;;172.5838536
MLI;;172.6853176
MLI;;
MLT;127.64;169.6265833
MLT;126.08;169.8066679
MLT;133.52;169.9839062
MLT;129.64;170.1546513
MLT;132.12;170.3191303
MLT;132.36;170.4785863
MLT;139.24;170.635063
MLT;150.52;170.7903925
MLT;157.16;170.9468238
MLT;168.28;171.1041511
MLT;179.52;171.2609018
MLT;176.08;171.4160123
MLT;170.68;171.567292
MLT;172.36;171.7131107
MLT;179.84;171.8513236
MLT;204.64;171.9798857
MLT;209.24;172.0975564
MLT;214.72;172.2045143
MLT;209.08;172.3015099
MLT;218.2;172.3904433
MLT;197.64;172.47456
MLT;191.04;172.5557857
MLT;187.68;172.6331046
MLT;182.12;172.7054635
MLT;206.96;172.7719699
MLT;184.08;172.8327801
MLT;201.16;172.8881055
MLT;194.8;172.9395686
MLT;211.72;172.988822
MLT;190.52;173.0364663
MLT;219.52;173.0835599
MLT;215.4;173.1307552
MLT;200.48;173.1780095
MLT;184.56;173.2251884
MLT;220.68;173.2724676
MLT;231.6;
MLT;231.96;
MLT;238.64;
MLT;229.84;
MLT;225.84;
MLT;228.88;
MLT;236.12;
MLT;242.68;
MLT;234.04;
MLT;237.52;
MLT;249.36;
MLT;249.88;
MLT;237.84;
MLT;232.24;
MLT;233.88;
MLT;238;
MLT;246.96;
MLT;;161.8887886
MLT;;161.9402304
MLT;;161.9922725
MLT;;162.0446261
MLT;;162.0970081
MLT;;162.1502014
MLT;;162.2043356
MLT;;162.258281
MLT;;162.3125134
MLT;;162.3675993
MLT;;162.4234087
MLT;;162.4806531
MLT;;162.541082
MLT;;162.6048657
MLT;;162.6736017
MLT;;162.7485051
MLT;;162.8313813
MLT;;162.9216296
MLT;;163.0189753
MLT;;163.1225024
MLT;;163.2311641
MLT;;163.3445626
MLT;;163.4621032
MLT;;163.5818989
MLT;;163.7034908
MLT;;163.8266155
MLT;;163.9492094
MLT;;164.0696651
MLT;;164.1882005
MLT;;164.3061954
MLT;;164.4235658
MLT;;164.5410674
MLT;;164.6586052
MLT;;164.7754022
MLT;;164.8920381
MLT;;165.0081557
MLT;;165.1237432
MLT;;165.2404865
MLT;;165.3606278
MLT;;165.4846057
MLT;;165.6109482
MLT;;165.7386744
MLT;;165.8678255
MLT;;165.9973923
MLT;;166.1264708
MLT;;166.2556684
MLT;;166.3871603
MLT;;166.5238623
MLT;;166.6659223
MLT;;166.8141163
MLT;;166.9694169
MLT;;167.1309225
MLT;;167.298796
MLT;;167.4707032
MLT;;167.6461852
MLT;;167.8233203
MLT;;168.001278
MLT;;168.1805712
MLT;;168.3610997
MLT;;168.541484
MLT;;168.7209099
MLT;;168.9008878
MLT;;169.0824247
MLT;;169.2642711
MLT;;169.4455596
MLT;;
MHL;;162.2937014
MHL;;162.3614626
MHL;;162.4293822
MHL;;162.4976565
MHL;;162.5664054
MHL;;162.6361809
MHL;;162.7065577
MHL;;162.7780443
MHL;;162.8505522
MHL;;162.9236887
MHL;;162.9976567
MHL;;163.0727429
MHL;;163.1494184
MHL;;163.2273818
MHL;;163.306942
MHL;;163.3890928
MHL;;163.4738759
MHL;;163.5602072
MHL;;163.6477644
MHL;;163.7365661
MHL;;163.8260577
MHL;;163.9157717
MHL;;164.005439
MHL;;164.0932567
MHL;;164.1784737
MHL;;164.260429
MHL;;164.3380212
MHL;;164.4110577
MHL;;164.4799755
MHL;;164.545348
MHL;;164.6080524
MHL;;164.6689948
MHL;;164.7284535
MHL;;164.786386
MHL;;164.8417407
MHL;;164.8939625
MHL;;164.9424424
MHL;;164.9885242
MHL;;165.0328948
MHL;;165.0765121
MHL;;165.1193829
MHL;;165.1617834
MHL;;165.2038299
MHL;;165.2450197
MHL;;165.2861839
MHL;;165.3279374
MHL;;165.3721226
MHL;;165.4206357
MHL;;165.4724684
MHL;;165.527874
MHL;;165.5857325
MHL;;165.644396
MHL;;165.7033366
MHL;;165.7607325
MHL;;165.8157381
MHL;;165.8671435
MHL;;165.9139812
MHL;;165.9560514
MHL;;165.9927996
MHL;;166.0244848
MHL;;166.0509724
MHL;;166.0733537
MHL;;166.0916689
MHL;;166.1052935
MHL;;166.1141832
MHL;;166.1174938
MHL;;166.1141054
MHL;;166.1022471
MHL;;166.080774
MHL;;166.049902
MHL;;166.0110224
MHL;;165.9650691
MHL;;165.9135241
MHL;;165.858128
MHL;;165.7991759
MHL;;165.7367977
MHL;;165.6714173
MHL;;165.6029275
MHL;;165.5308068
MHL;;165.4545789
MHL;;165.3727092
MHL;;165.2843786
MHL;;165.1893106
MHL;;165.0878791
MHL;;164.9811939
MHL;;164.8698026
MHL;;164.7540895
MHL;;164.6341043
MHL;;164.5099551
MHL;;164.3810299
MHL;;164.2474635
MHL;;164.1096723
MHL;;163.968613
MHL;;163.8252246
MHL;;163.6800646
MHL;;163.5341578
MHL;;163.3887723
MHL;;163.2435951
MHL;;163.0989217
MHL;;162.9542151
MHL;;
MTQ;;
MRT;181.8;169.1972563
MRT;178.92;169.2120688
MRT;178.88;169.2143541
MRT;178.68;169.2023928
MRT;173.72;169.1768891
MRT;167.04;169.1388034
MRT;168.84;169.089904
MRT;169.16;169.0311662
MRT;160.48;168.9645021
MRT;163.68;168.8905316
MRT;163.32;168.8094808
MRT;148.56;168.7211457
MRT;137.08;168.6265131
MRT;121.64;168.524747
MRT;127.92;168.4148594
MRT;128.44;168.2944587
MRT;138.08;168.1611839
MRT;142.36;168.0137032
MRT;137.64;167.8515445
MRT;139.16;167.6745771
MRT;143.56;167.4834325
MRT;141.72;167.2777494
MRT;139.72;167.0562245
MRT;138.56;166.8198602
MRT;140.16;166.5688831
MRT;132.56;166.3036559
MRT;131.12;166.0250898
MRT;131.24;165.7359828
MRT;131.32;165.4390347
MRT;126.52;165.1358558
MRT;126.28;164.829142
MRT;123.32;164.520612
MRT;114.56;164.2111023
MRT;112.88;163.9011583
MRT;109.48;163.5913182
MRT;117.36;
MRT;116.08;
MRT;114.96;
MRT;121.4;
MRT;124.96;
MRT;130.76;
MRT;129.44;
MRT;128.92;
MRT;131.84;
MRT;122.68;
MRT;122.4;
MRT;119.16;
MRT;118.2;
MRT;125.72;
MRT;127.44;
MRT;132.56;
MRT;135.48;
MRT;;161.5177482
MRT;;161.6323791
MRT;;161.7470027
MRT;;161.8615821
MRT;;161.976124
MRT;;162.0909098
MRT;;162.2060565
MRT;;162.3216767
MRT;;162.4374819
MRT;;162.5530671
MRT;;162.6682109
MRT;;162.7837279
MRT;;162.9002403
MRT;;163.0169504
MRT;;163.1349878
MRT;;163.2547152
MRT;;163.3765885
MRT;;163.5005216
MRT;;163.6258855
MRT;;163.7524359
MRT;;163.8799253
MRT;;164.0085558
MRT;;164.1381277
MRT;;164.2676866
MRT;;164.3965203
MRT;;164.5243706
MRT;;164.6507609
MRT;;164.7764712
MRT;;164.9022145
MRT;;165.0297746
MRT;;165.1604581
MRT;;165.2955002
MRT;;165.4349953
MRT;;165.5781434
MRT;;165.7246034
MRT;;165.8726919
MRT;;166.0212923
MRT;;166.1706024
MRT;;166.3198478
MRT;;166.4694229
MRT;;166.6182875
MRT;;166.7653919
MRT;;166.9097111
MRT;;167.0509046
MRT;;167.1884801
MRT;;167.3229757
MRT;;167.4553838
MRT;;167.5873737
MRT;;167.7185199
MRT;;167.8481037
MRT;;167.9769691
MRT;;168.1036626
MRT;;168.2278702
MRT;;168.3490899
MRT;;168.4652457
MRT;;168.5746193
MRT;;168.6754288
MRT;;168.7675744
MRT;;168.8501825
MRT;;168.923784
MRT;;168.989137
MRT;;169.0463873
MRT;;169.0958834
MRT;;169.1377034
MRT;;169.1718384
MRT;;
MUS;51.2;168.6140186
MUS;50.28;168.7545877
MUS;50.4;168.889144
MUS;53.96;169.0157976
MUS;50.6;169.1358418
MUS;51.76;169.2500733
MUS;48.48;169.3594386
MUS;48.48;169.4657844
MUS;47.36;169.5711703
MUS;53.24;169.6767245
MUS;50.64;169.7829106
MUS;58.12;169.8898885
MUS;56.32;169.9988287
MUS;66.08;170.1084554
MUS;65.72;170.2167774
MUS;75.08;170.3209922
MUS;90.64;170.4183116
MUS;88.72;170.5073378
MUS;89.28;170.58762
MUS;85.76;170.6588534
MUS;87.56;170.7208869
MUS;78.8;170.7727888
MUS;79.44;170.8125971
MUS;83.6;170.8401128
MUS;80.6;170.8540015
MUS;83.28;170.8545435
MUS;92.08;170.8422028
MUS;102.88;170.8191597
MUS;101.44;170.7885933
MUS;108.64;170.7518914
MUS;114.96;170.7113653
MUS;116.4;170.669271
MUS;115.2;170.6265689
MUS;119.48;170.5838105
MUS;114.76;170.5415067
MUS;114.4;
MUS;116.32;
MUS;123;
MUS;134.24;
MUS;134.76;
MUS;143.28;
MUS;144.68;
MUS;147.76;
MUS;145.44;
MUS;142.76;
MUS;148.24;
MUS;151.68;
MUS;158.2;
MUS;153.2;
MUS;158.96;
MUS;163.96;
MUS;159.28;
MUS;;160.6330436
MUS;;160.7049288
MUS;;160.776867
MUS;;160.849122
MUS;;160.9215125
MUS;;160.9943671
MUS;;161.0677543
MUS;;161.1411331
MUS;;161.2147096
MUS;;161.2886548
MUS;;161.3629143
MUS;;161.4380193
MUS;;161.5140174
MUS;;161.5906291
MUS;;161.6689012
MUS;;161.7497307
MUS;;161.8334077
MUS;;161.9201436
MUS;;162.0094341
MUS;;162.1012233
MUS;;162.1956673
MUS;;162.2925481
MUS;;162.3919862
MUS;;162.4926851
MUS;;162.5944758
MUS;;162.6966467
MUS;;162.7990692
MUS;;162.9019795
MUS;;163.0065573
MUS;;163.115148
MUS;;163.2298178
MUS;;163.3517796
MUS;;163.4813705
MUS;;163.6176365
MUS;;163.7600463
MUS;;163.9071113
MUS;;164.0572312
MUS;;164.2114989
MUS;;164.3690213
MUS;;164.5295286
MUS;;164.6917607
MUS;;164.8549406
MUS;;165.0181494
MUS;;165.1805249
MUS;;165.34164
MUS;;165.5024937
MUS;;165.6634788
MUS;;165.8258915
MUS;;165.9888258
MUS;;166.1518159
MUS;;166.3155138
MUS;;166.4788249
MUS;;166.6421165
MUS;;166.805005
MUS;;166.9664278
MUS;;167.1255348
MUS;;167.2818059
MUS;;167.4356696
MUS;;167.5869638
MUS;;167.7359286
MUS;;167.8832894
MUS;;168.0300245
MUS;;168.177111
MUS;;168.3235837
MUS;;168.4697446
MUS;;
MYT;;
OWID_MEC;;
MEX;64.64;166.3732363
MEX;66.6;166.4582073
MEX;66.8;166.5411575
MEX;66.36;166.6209915
MEX;65.64;166.6977238
MEX;71.8;166.7723544
MEX;74.4;166.845887
MEX;72.48;166.9198547
MEX;73.52;166.9961817
MEX;74.76;167.0761472
MEX;74.56;167.1599149
MEX;82.2;167.2466093
MEX;83.6;167.3351245
MEX;88.16;167.4231658
MEX;89.8;167.5094487
MEX;95.04;167.5925517
MEX;99.76;167.6709371
MEX;103.88;167.7450377
MEX;106.28;167.8146212
MEX;121.56;167.8810722
MEX;123.68;167.9458395
MEX;120.4;168.0102317
MEX;119;168.0740964
MEX;117.08;168.1375246
MEX;121.08;168.2006221
MEX;120.72;168.2644555
MEX;117.76;168.3294309
MEX;118.84;168.3958084
MEX;112.76;168.464643
MEX;116.4;168.5368537
MEX;116.96;168.6125676
MEX;124.32;168.6913156
MEX;128.72;168.7715787
MEX;130.08;168.8517711
MEX;124.12;168.931641
MEX;129.8;
MEX;134.72;
MEX;140.36;
MEX;147.88;
MEX;152.92;
MEX;155.48;
MEX;152.48;
MEX;154.08;
MEX;157.52;
MEX;160.28;
MEX;162.52;
MEX;164;
MEX;162.84;
MEX;162.28;
MEX;161.08;
MEX;160.56;
MEX;162.64;
MEX;;156.7489377
MEX;;156.9296706
MEX;;157.1105885
MEX;;157.2913934
MEX;;157.4725752
MEX;;157.6539031
MEX;;157.8358266
MEX;;158.0180309
MEX;;158.2000184
MEX;;158.3819866
MEX;;158.5638108
MEX;;158.7458733
MEX;;158.9293394
MEX;;159.1129465
MEX;;159.2975626
MEX;;159.4842076
MEX;;159.6729872
MEX;;159.8641567
MEX;;160.0569504
MEX;;160.2515277
MEX;;160.4479333
MEX;;160.6462567
MEX;;160.8469715
MEX;;161.0482215
MEX;;161.2495379
MEX;;161.4495053
MEX;;161.6465355
MEX;;161.8391758
MEX;;162.0265531
MEX;;162.209455
MEX;;162.3882588
MEX;;162.563351
MEX;;162.7346876
MEX;;162.9019934
MEX;;163.0639512
MEX;;163.219139
MEX;;163.3677109
MEX;;163.5101662
MEX;;163.6471468
MEX;;163.7793648
MEX;;163.9069664
MEX;;164.0303035
MEX;;164.1495027
MEX;;164.2636873
MEX;;164.3740373
MEX;;164.4822477
MEX;;164.5902152
MEX;;164.6991399
MEX;;164.8087542
MEX;;164.9185942
MEX;;165.0287871
MEX;;165.1380987
MEX;;165.2461284
MEX;;165.351064
MEX;;165.4518068
MEX;;165.5468619
MEX;;165.6363736
MEX;;165.721168
MEX;;165.8026598
MEX;;165.8822218
MEX;;165.9604657
MEX;;166.0395644
MEX;;166.1205208
MEX;;166.2033527
MEX;;166.2877338
MEX;;
FSM;;164.6558704
FSM;;164.6980394
FSM;;164.74036
FSM;;164.7833921
FSM;;164.8268319
FSM;;164.8712318
FSM;;164.9165188
FSM;;164.962916
FSM;;165.0105783
FSM;;165.0591082
FSM;;165.108617
FSM;;165.1593966
FSM;;165.2115684
FSM;;165.2656509
FSM;;165.3215688
FSM;;165.3801976
FSM;;165.4415265
FSM;;165.5054722
FSM;;165.5713096
FSM;;165.6390144
FSM;;165.7079725
FSM;;165.7783334
FSM;;165.8493268
FSM;;165.9192094
FSM;;165.9875989
FSM;;166.0537523
FSM;;166.116972
FSM;;166.176999
FSM;;166.2334992
FSM;;166.2883777
FSM;;166.3422393
FSM;;166.39587
FSM;;166.449466
FSM;;166.5036135
FSM;;166.5572829
FSM;;166.6100279
FSM;;166.6613615
FSM;;166.712481
FSM;;166.7642442
FSM;;166.8174813
FSM;;166.8720262
FSM;;166.9284423
FSM;;166.9867273
FSM;;167.0469753
FSM;;167.1096017
FSM;;167.1758185
FSM;;167.2474031
FSM;;167.3257764
FSM;;167.4098326
FSM;;167.5000254
FSM;;167.5955391
FSM;;167.6950616
FSM;;167.7977741
FSM;;167.9017628
FSM;;168.0059326
FSM;;168.1085251
FSM;;168.2088853
FSM;;168.3064151
FSM;;168.4003318
FSM;;168.4905945
FSM;;168.5773288
FSM;;168.6616051
FSM;;168.743628
FSM;;168.8227155
FSM;;168.8986845
FSM;;168.9706978
FSM;;169.0377529
FSM;;169.0983208
FSM;;169.1512551
FSM;;169.196165
FSM;;169.234445
FSM;;169.2670991
FSM;;169.2953731
FSM;;169.3212177
FSM;;169.3445534
FSM;;169.3654819
FSM;;169.3839313
FSM;;169.3995552
FSM;;169.4117245
FSM;;169.4197202
FSM;;169.422273
FSM;;169.4184002
FSM;;169.4080599
FSM;;169.3914994
FSM;;169.3696348
FSM;;169.3430086
FSM;;169.3120031
FSM;;169.2760973
FSM;;169.235688
FSM;;169.1900573
FSM;;169.1393478
FSM;;169.0836522
FSM;;169.0240308
FSM;;168.9623914
FSM;;168.8988502
FSM;;168.8343326
FSM;;168.7699474
FSM;;168.7053759
FSM;;168.6406288
FSM;;168.5758848
FSM;;
;;159.5482
;;159.7157
;;159.8835
;;160.0516
;;160.2197
;;160.388
;;160.5567
;;160.7257
;;160.8947
;;161.0641
;;161.2335
;;161.4033
;;161.5744
;;161.7465
;;161.9206
;;162.0974
;;162.2779
;;162.4617
;;162.6484
;;162.8381
;;163.0309
;;163.2266
;;163.4261
;;163.6273
;;163.829
;;164.0299
;;164.228
;;164.4223
;;164.612
;;164.7979
;;164.9799
;;165.1597
;;165.3373
;;165.5124
;;165.6851
;;165.8552
;;166.0216
;;166.1854
;;166.347
;;166.5071
;;166.6648
;;166.8201
;;166.9729
;;167.1233
;;167.2717
;;167.4187
;;167.5654
;;167.713
;;167.8607
;;168.0082
;;168.1552
;;168.2998
;;168.4421
;;168.5809
;;168.7161
;;168.8472
;;168.9742
;;169.0989
;;169.2221
;;169.3436
;;169.4635
;;169.5828
;;169.7025
;;169.8215
;;169.9398
;;170.0567
;;170.1707
;;170.2799
;;170.3826
;;170.48
;;170.5744
;;170.6667
;;170.7572
;;170.8475
;;170.9373
;;171.025
;;171.1094
;;171.1895
;;171.2638
;;171.3297
;;171.3845
;;171.425
;;171.4504
;;171.4616
;;171.4602
;;171.4482
;;171.4268
;;171.3957
;;171.3552
;;171.3055
;;171.2473
;;171.182
;;171.1119
;;171.0393
;;170.9646
;;170.8896
;;170.8149
;;170.7402
;;170.6648
;;170.5892
OWID_MOD;;
MDA;145.64;172.926109
MDA;152.68;173.0997705
MDA;160.6;173.2648749
MDA;149.52;173.4188841
MDA;152.88;173.5614341
MDA;158.96;173.6935682
MDA;170.2;173.8153282
MDA;175.96;173.926663
MDA;180.28;174.0296451
MDA;185.24;174.1244059
MDA;186.76;174.2110601
MDA;191.2;174.289848
MDA;190.76;174.3615427
MDA;203.8;174.4260097
MDA;210.64;174.4844598
MDA;203.68;174.5373795
MDA;200.84;174.5848503
MDA;205.6;174.6279556
MDA;207.28;174.6675484
MDA;204.16;174.7058361
MDA;204.48;174.7453061
MDA;202.96;174.7861508
MDA;205.44;174.8293144
MDA;212.12;174.8750348
MDA;216.76;174.9212149
MDA;220.48;174.9679065
MDA;221.6;175.0153036
MDA;223.64;175.0633344
MDA;226.44;175.1123191
MDA;225.48;175.1625914
MDA;201.48;175.2147984
MDA;127.04;175.2682838
MDA;109.48;175.3229817
MDA;103.92;175.3781778
MDA;94.92;175.4337813
MDA;99.52;
MDA;101;
MDA;91.2;
MDA;94.92;
MDA;102.28;
MDA;110.32;
MDA;108.04;
MDA;117.32;
MDA;138.28;
MDA;137.64;
MDA;134.12;
MDA;131.12;
MDA;124.8;
MDA;137.84;
MDA;137.88;
MDA;137.36;
MDA;140.96;
MDA;;164.632281
MDA;;164.7175337
MDA;;164.8033513
MDA;;164.8891493
MDA;;164.9749135
MDA;;165.0605067
MDA;;165.1464122
MDA;;165.2325829
MDA;;165.3185106
MDA;;165.4043213
MDA;;165.4897851
MDA;;165.5752414
MDA;;165.6610258
MDA;;165.7475615
MDA;;165.835139
MDA;;165.9242715
MDA;;166.0150934
MDA;;166.1076717
MDA;;166.2015262
MDA;;166.2966508
MDA;;166.3930792
MDA;;166.4903151
MDA;;166.5872502
MDA;;166.6830398
MDA;;166.7763152
MDA;;166.8658178
MDA;;166.9511643
MDA;;167.0331915
MDA;;167.1127471
MDA;;167.193443
MDA;;167.2772173
MDA;;167.3669293
MDA;;167.4633052
MDA;;167.5677109
MDA;;167.6798888
MDA;;167.7993523
MDA;;167.9248689
MDA;;168.0572538
MDA;;168.1956071
MDA;;168.340502
MDA;;168.4905055
MDA;;168.6440227
MDA;;168.8003595
MDA;;168.9590576
MDA;;169.1201863
MDA;;169.2845541
MDA;;169.4532021
MDA;;169.6264311
MDA;;169.8033589
MDA;;169.9836293
MDA;;170.1675078
MDA;;170.3531262
MDA;;170.5399333
MDA;;170.7269911
MDA;;170.9140524
MDA;;171.0999441
MDA;;171.2844471
MDA;;171.4683278
MDA;;171.6513759
MDA;;171.8338599
MDA;;172.0156901
MDA;;172.1982839
MDA;;172.3812809
MDA;;172.564571
MDA;;172.7468516
MDA;;
MCO;;
MNG;245.44;167.2720955
MNG;212.64;167.3755405
MNG;217.68;167.4779147
MNG;218.68;167.577761
MNG;221.6;167.6756252
MNG;225.36;167.7730134
MNG;235.64;167.8707862
MNG;224.6;167.9689567
MNG;221.08;168.0693816
MNG;210.4;168.1723336
MNG;197.96;168.2768714
MNG;202.04;168.3813087
MNG;199.64;168.484506
MNG;206.2;168.5851632
MNG;212.84;168.6809314
MNG;212.92;168.7695276
MNG;200.48;168.8481227
MNG;215.12;168.9160345
MNG;208.88;168.9736601
MNG;197.44;169.0218951
MNG;190;169.06286
MNG;181.28;169.0971293
MNG;182.92;169.1244797
MNG;177.52;169.1455257
MNG;172.64;169.1593805
MNG;180.48;169.1664842
MNG;175.96;169.1674024
MNG;176.08;169.1634585
MNG;175.2;169.1556501
MNG;194.56;169.1446844
MNG;213.28;169.1326928
MNG;205.16;169.1205077
MNG;191.56;169.1076172
MNG;191.88;169.0938598
MNG;196.68;169.0797874
MNG;213.16;
MNG;224.24;
MNG;240.76;
MNG;223.28;
MNG;198.64;
MNG;179.84;
MNG;175.28;
MNG;183.28;
MNG;173.6;
MNG;168.32;
MNG;180.36;
MNG;193.16;
MNG;206.72;
MNG;168.56;
MNG;179.68;
MNG;191.36;
MNG;194.12;
MNG;;159.0961104
MNG;;159.2324288
MNG;;159.3688997
MNG;;159.5053403
MNG;;159.6421118
MNG;;159.7793516
MNG;;159.9168233
MNG;;160.0544652
MNG;;160.1920776
MNG;;160.3295727
MNG;;160.4668801
MNG;;160.604552
MNG;;160.7431324
MNG;;160.8826522
MNG;;161.0237686
MNG;;161.1668395
MNG;;161.3123077
MNG;;161.4597185
MNG;;161.6087348
MNG;;161.7594564
MNG;;161.9120143
MNG;;162.0663145
MNG;;162.2225057
MNG;;162.3789457
MNG;;162.5348437
MNG;;162.6890165
MNG;;162.8401872
MNG;;162.9880765
MNG;;163.1318184
MNG;;163.2727979
MNG;;163.4110346
MNG;;163.5482321
MNG;;163.6841985
MNG;;163.819186
MNG;;163.9530169
MNG;;164.0844319
MNG;;164.213161
MNG;;164.3396144
MNG;;164.4639428
MNG;;164.5865252
MNG;;164.7069052
MNG;;164.8246562
MNG;;164.9393516
MNG;;165.0510239
MNG;;165.1595963
MNG;;165.2657209
MNG;;165.3707087
MNG;;165.4760313
MNG;;165.5805608
MNG;;165.6848487
MNG;;165.7892661
MNG;;165.8933574
MNG;;165.9974579
MNG;;166.1009472
MNG;;166.2029745
MNG;;166.3028187
MNG;;166.4002819
MNG;;166.4967562
MNG;;166.592245
MNG;;166.6864945
MNG;;166.7801195
MNG;;166.8743793
MNG;;166.970353
MNG;;167.0684543
MNG;;167.1689718
MNG;;
MNE;216.08;
MNE;224.32;
MNE;233.04;
MNE;230.52;
MNE;229.72;
MNE;240.44;
MNE;235.28;
MNE;252.44;
MNE;;166.456003
MNE;;166.5908078
MNE;;166.7261224
MNE;;166.8616417
MNE;;166.9969887
MNE;;167.132661
MNE;;167.2687873
MNE;;167.4052733
MNE;;167.5420215
MNE;;167.6786972
MNE;;167.8150987
MNE;;167.9518186
MNE;;168.0892763
MNE;;168.2271508
MNE;;168.3659525
MNE;;168.5062727
MNE;;168.6487079
MNE;;168.7925998
MNE;;168.9376113
MNE;;169.0836213
MNE;;169.2307303
MNE;;169.3777078
MNE;;169.5242653
MNE;;169.6690521
MNE;;169.811235
MNE;;169.9497297
MNE;;170.0834143
MNE;;170.2124247
MNE;;170.3383635
MNE;;170.4639648
MNE;;170.5907521
MNE;;170.7215138
MNE;;170.8566588
MNE;;170.9967763
MNE;;171.1413903
MNE;;171.2890237
MNE;;171.4383752
MNE;;171.5900834
MNE;;171.7437667
MNE;;171.8988879
MNE;;172.0551241
MNE;;172.2116027
MNE;;172.3680212
MNE;;172.5245582
MNE;;172.6818265
MNE;;172.8405183
MNE;;173.0021585
MNE;;173.1681796
MNE;;173.3379207
MNE;;173.5115572
MNE;;173.6898349
MNE;;173.8714704
MNE;;174.0563944
MNE;;174.2430883
MNE;;174.4308258
MNE;;174.6181093
MNE;;174.8036088
MNE;;174.9864097
MNE;;175.1668254
MNE;;175.3451722
MNE;;175.5208884
MNE;;175.6947579
MNE;;175.8674479
MNE;;176.0385969
MNE;;176.2075184
MNE;;176.3734923
MNE;;176.5349914
MNE;;176.6891342
MNE;;176.8343214
MNE;;176.9710104
MNE;;177.0996533
MNE;;177.2212344
MNE;;177.3358035
MNE;;177.4444348
MNE;;177.5469491
MNE;;177.6434125
MNE;;177.7332338
MNE;;177.8169507
MNE;;177.8940909
MNE;;177.9642143
MNE;;178.0267721
MNE;;178.080444
MNE;;178.1252673
MNE;;178.1618334
MNE;;178.1923109
MNE;;178.2186098
MNE;;178.2411745
MNE;;178.2601352
MNE;;178.2765177
MNE;;178.2887229
MNE;;178.2966352
MNE;;178.3006618
MNE;;178.3012422
MNE;;178.299894
MNE;;178.2972463
MNE;;178.2944286
MNE;;178.2909363
MNE;;178.2874614
MNE;;178.2835221
MNE;;178.279696
MNE;;
MSR;;
MAR;36.68;169.9743935
MAR;35.16;170.0847452
MAR;33.68;170.1905896
MAR;34.44;170.2904004
MAR;35.48;170.3852648
MAR;35.84;170.4778682
MAR;36.08;170.5688149
MAR;37;170.6584646
MAR;38.24;170.7482126
MAR;38.24;170.8373867
MAR;41.16;170.9248815
MAR;43.2;171.0087505
MAR;41.04;171.0884553
MAR;39.52;171.1625868
MAR;36.56;171.2284615
MAR;36.68;171.2831806
MAR;40.24;171.3232222
MAR;45.64;171.3481679
MAR;48;171.3586841
MAR;47.84;171.356484
MAR;50.4;171.3434098
MAR;49.92;171.3207347
MAR;45.92;171.2883484
MAR;45.8;171.2463859
MAR;46.6;171.1953346
MAR;51.6;171.1359933
MAR;55.4;171.0697799
MAR;55.4;170.9991497
MAR;59.24;170.9262941
MAR;60.48;170.851724
MAR;59.08;170.7769295
MAR;62.48;170.7025643
MAR;58.36;170.6279672
MAR;59.68;170.5522716
MAR;59.32;170.4762979
MAR;62.04;
MAR;57.8;
MAR;63.84;
MAR;63.76;
MAR;64.76;
MAR;69.56;
MAR;69.92;
MAR;69.64;
MAR;75.48;
MAR;76.76;
MAR;79.56;
MAR;81.28;
MAR;87.28;
MAR;95.12;
MAR;100.52;
MAR;105.76;
MAR;106.56;
MAR;;159.2076618
MAR;;159.3868624
MAR;;159.5659766
MAR;;159.7453565
MAR;;159.9248536
MAR;;160.1043636
MAR;;160.2842806
MAR;;160.4642604
MAR;;160.6444489
MAR;;160.8248354
MAR;;161.0050325
MAR;;161.1854912
MAR;;161.3666339
MAR;;161.5488406
MAR;;161.7323076
MAR;;161.9182706
MAR;;162.1073011
MAR;;162.2992997
MAR;;162.4939767
MAR;;162.691614
MAR;;162.8921139
MAR;;163.0956772
MAR;;163.3033317
MAR;;163.5124929
MAR;;163.7220781
MAR;;163.9306769
MAR;;164.1362614
MAR;;164.337668
MAR;;164.5338896
MAR;;164.7260927
MAR;;164.913729
MAR;;165.0983112
MAR;;165.2801658
MAR;;165.4593046
MAR;;165.6359752
MAR;;165.8099128
MAR;;165.9799198
MAR;;166.1467724
MAR;;166.311121
MAR;;166.4733695
MAR;;166.6330143
MAR;;166.7899027
MAR;;166.94385
MAR;;167.0954632
MAR;;167.2448934
MAR;;167.393237
MAR;;167.5414683
MAR;;167.6902057
MAR;;167.8387472
MAR;;167.9862272
MAR;;168.1326628
MAR;;168.2762009
MAR;;168.4166137
MAR;;168.5526552
MAR;;168.6840411
MAR;;168.8109178
MAR;;168.9335302
MAR;;169.0535343
MAR;;169.1720179
MAR;;169.2885985
MAR;;169.4036638
MAR;;169.5181359
MAR;;169.633083
MAR;;169.7475147
MAR;;169.8615812
MAR;;
MOZ;16.8;166.3844982
MOZ;17.28;166.446279
MOZ;16.68;166.4991729
MOZ;17.16;166.5416537
MOZ;18.24;166.5747721
MOZ;18.6;166.6000495
MOZ;18.56;166.6183723
MOZ;19.68;166.6316598
MOZ;19.56;166.6422761
MOZ;19.88;166.6514314
MOZ;20;166.6595093
MOZ;19.08;166.6670453
MOZ;19.04;166.6750156
MOZ;18;166.6823801
